454822.8574;656958.2483
457280.4988;651463.9471
458856.8083;653600.5371
458497.691;652844.0218
458018.5639;652440.7474
455524.4501;655533.6895
459849.7914;649683.2776
459299.0071;655504.8252
459849.3529;649685.4986
455078.7384;659509.1376
456549.71;656695.3932
457440.1319;653620.7731
450618.1835;647577.1759
453314.7728;649235.8316
456533.6452;657050.6923
457210.6154;652870.6803
454983.4463;655665.6473
456224.3811;651863.2118
456098.3022;651908.9468
457729.3571;652782.0756
465195.5328;656047.1444
457168.6945;656642.1141
460137.8204;650909.4982
451142.1181;647756.1715
454945.3198;657117.9062
459871.1977;649333.5447
455281.2805;656271.3108
458860.8167;652601.3725
458489.8416;651759.3932
450922.0201;647645.5101
457969.5776;657215.7753
458752.7156;653762.8052
458238.6646;657255.2618
459166.5307;651960.2746
455876.7798;652775.2908
451681.8396;647719.7508
455962.9291;658068.678
459157.5448;651687.1893
455781.3214;652047.1573
455609.2344;658882.0052
455087.2216;659798.8978
455176.511;659708.8065
458625.8215;652833.8075
458330.718;651941.7367
458796.8709;653405.2506
456519.5964;653525.7881
456644.0475;656645.266
449275.0414;647380.6495
457349.9467;653388.8994
458757.1708;652129.7289
456950.9345;656240.6036
457249.8009;654229.4938
457242.6274;653476.7917
456853.1879;654606.5471
458542.3039;653129.2601
537135.2794;682786.2823
458467.9596;652021.4322
457470.9306;654477.7912
458759.8378;652774.7351
457558.029;653003.3006
453088.7482;650270.9483
455733.6902;662147.0172
456834.7237;654985.1603
455165.2402;655613.147
456259.6119;651646.6619
458924.675;651678.7102
455928.9195;652170.1366
458673.3855;650603.3901
456729.98;656531.8714
456181.8516;653103.3852
456950.3589;654153.4134
457018.6583;651968.4242
458660.4413;651178.4794
459983.2147;649665.2874
457597.0391;651905.2567
457400.4918;654221.4588
457390.5951;654252.5616
455775.1239;652043.8374
458323.4152;651489.9077
458890.418;652137.2694
458404.1742;652347.9345
458034.7096;653270.0272
455555.0297;659482.744
453767.2391;649515.9585
459698.2925;651665.1615
457229.6738;654290.59
458656.114;654602.272
455127.8879;657065.4012
456511.9523;653453.638
459366.9098;651530.2946
454993.449;657135.5847
459768.7281;651091.0889
457585.4021;656127.3486
456821.5135;662216.0764
458317.0192;657295.089
455944.1505;651768.2155
453228.4374;649772.2179
458397.8203;654095.371
456667.4727;651053.1173
456612.4822;654038.5419
451753.0982;648949.7834
458411.8184;657008.4883
451161.8364;647645.114
456254.2536;652003.046
451595.8473;647736.5468
456209.0726;652219.6136
458704.4281;651231.6918
458549.8322;650896.6864
456227.2914;661426.6725
457899.2712;651678.2584
455334.683;652014.6183
460121.2937;650171.278
454842.1879;656884.9381
458758.5918;656713.668
450447.4419;647694.0345
457859.8709;653823.206
459215.9001;651737.0459
459848.2472;649685.5005
455386.9329;653906.3403
456389.4163;653629.2638
453956.0815;649906.4389
459698.0362;650618.2847
452910.4947;659782.8298
457145.8404;653707.8815
457142.0491;652926.3089
458475.1825;651144.3826
460160.2201;649916.9879
456908.02;652568.1207
454230.991;649537.382
449702.3493;647699.704
451093.7286;647578.6115
458987.8585;653426.0104
456858.6592;656456.1485
457272.3996;651769.2629
453671.8053;648518.0286
454529.6743;651840.5837
458612.6304;650958.748
457884.6177;652922.7998
448561.1914;647962.4979
448332.9947;644845.2111
459946.4791;649260.1468
456608.9189;654024.1154
455748.9567;659413.5595
451305.8039;647584.9228
458553.446;652860.5775
451317.472;647620.4314
456417.4974;661378.5846
458125.6067;653656.2135
457380.3508;653831.8146
458885.7103;653055.3903
451389.302;647463.7681
458986.9507;653412.6899
455609.5419;651749.9161
457457.1217;653408.6964
457604.5231;656870.0422
456006.6823;651546.0672
457506.6043;656957.923
458928.4176;655900.7074
451271.2172;647597.1926
-1.92E+11;575081.6745
449401.2296;648740.5256
451091.5053;647705.1837
456297.9275;652323.8197
455448.291;651853.4423
452192.6145;648029.7713
455943.9086;651627.2198
454673.2573;651814.8028
456804.2313;651690.1344
458994.7884;656848.6897
457254.1973;651214.2
459080.9854;655266.5222
458251.07;652302.6823
450871.0482;647577.8689
451099.7157;647588.5939
455724.3834;652178.26
456695.4927;651853.5202
447846.0663;639523.3716
459177.035;653738.7487
451230.3247;647874.8222
456633.2898;656439.8947
459239.4772;652007.8854
