456080.049;658145.0746
457528.7711;657297.6075
456842.0877;654392.2967
458726.769;654414.5268
456489.6145;656538.9588
457356.45;652101.0648
450842.5355;646981.7111
456831.6726;653619.6126
457166.2832;651592.9253
456635.9044;656791.8293
457219.4106;657119.4152
450927.487;647340.1821
453214.0869;649193.8118
453709.6778;649410.584
457120.7311;657028.5535
457154.8176;650967.9087
455884.4858;656736.541
459212.8176;653335.6935
451037.9614;644780.8882
456989.3629;651778.6316
457818.2681;652215.7266
459972.7216;649736.3547
456765.8229;654849.8358
458600.3652;650770.0404
458578.7901;653508.878
459297.196;652391.9028
455596.3848;651621.1542
448729.6433;647595.8283
455360.7369;659533.0552
458068.4563;652136.4712
459040.9931;653461.4432
453526.713;649949.352
457853.7678;652028.0442
455991.428;659652.934
456594.5083;651510.6428
451159.0636;647371.9975
453549.1787;649436.3891
451410.3924;647714.6487
456270.4661;650752.9325
452982.364;650717.4436
533003.7275;680429.0723
532148.8811;681337.4135
456498.5173;651886.0547
514562.0955;682428.4846
451345.4951;647583.7469
450437.0928;647251.059
456013.77;651552.7163
451630.7657;647724.2763
511845.5607;678299.3381
459027.4529;651457.6096
537208.8684;681212.0962
450991.4601;647715.3412
544401.312;679437.7545
458076.9204;651016.2865
451251.944;647576.1298
458054.1974;652458.4486
537135.2794;682786.2823
458467.9596;652021.4322
