LATITUD,LONGITUD,DIA_SEMANA,DESCRIPCION_CONDUCTA;;;;
=A2:D228;454822.8574;1;9041;
651463.9471;457280.4988;1;9041;
653600.5371;458856.8083;1;9042;
652844.0218;458497.691;1;9042;
652440.7474;458018.5639;1;9042;
655533.6895;455524.4501;1;9042;
649683.2776;459849.7914;1;9042;
655504.8252;459299.0071;1;9042;
649685.4986;459849.3529;2;9041;
659509.1376;455078.7384;2;9042;
656695.3932;456549.71;2;9041;
653620.7731;457440.1319;2;9041;
647577.1759;450618.1835;2;9042;
649235.8316;453314.7728;2;9042;
657050.6923;456533.6452;3;9042;
652870.6803;457210.6154;3;9041;
655665.6473;454983.4463;3;9042;
651863.2118;456224.3811;3;9042;
651908.9468;456098.3022;3;9042;
652782.0756;457729.3571;3;9041;
656047.1444;465195.5328;3;9042;
656642.1141;457168.6945;3;9042;
650909.4982;460137.8204;3;9041;
647756.1715;451142.1181;3;9042;
657117.9062;454945.3198;3;9042;
649333.5447;459871.1977;3;9043;
656271.3108;455281.2805;3;9041;
652601.3725;458860.8167;3;9043;
651759.3932;458489.8416;4;9041;
647645.5101;450922.0201;4;9042;
657215.7753;457969.5776;4;9041;
653762.8052;458752.7156;4;9042;
657255.2618;458238.6646;4;9042;
651960.2746;459166.5307;5;9042;
652775.2908;455876.7798;5;9042;
647719.7508;451681.8396;5;9042;
658068.678;455962.9291;5;9044;
651687.1893;459157.5448;5;9042;
652047.1573;455781.3214;5;9042;
658882.0052;455609.2344;5;9041;
659798.8978;455087.2216;5;9041;
659708.8065;455176.511;5;9042;
652833.8075;458625.8215;5;9043;
651941.7367;458330.718;5;9042;
653405.2506;458796.8709;5;9043;
653525.7881;456519.5964;5;9043;
656645.266;456644.0475;5;9042;
647380.6495;449275.0414;5;9042;
653388.8994;457349.9467;6;9042;
652129.7289;458757.1708;6;9044;
656240.6036;456950.9345;6;9045;
654229.4938;457249.8009;6;9042;
653476.7917;457242.6274;6;9043;
654606.5471;456853.1879;6;9042;
653129.2601;458542.3039;6;9042;
682786.2823;537135.2794;6;9041;
652021.4322;458467.9596;6;9042;
654477.7912;457470.9306;6;9045;
652774.7351;458759.8378;6;9044;
653003.3006;457558.029;6;9042;
650270.9483;453088.7482;7;9044;
662147.0172;455733.6902;7;9041;
654985.1603;456834.7237;7;9044;
655613.147;455165.2402;7;9046;
651646.6619;456259.6119;7;9043;
651678.7102;458924.675;7;9042;
652170.1366;455928.9195;7;9042;
650603.3901;458673.3855;7;9042;
656531.8714;456729.98;7;9042;
653103.3852;456181.8516;8;9041;
654153.4134;456950.3589;8;9042;
651968.4242;457018.6583;8;9042;
651178.4794;458660.4413;8;9042;
649665.2874;459983.2147;8;9042;
651905.2567;457597.0391;8;9041;
654221.4588;457400.4918;8;9041;
654252.5616;457390.5951;9;9041;
652043.8374;455775.1239;9;9041;
651489.9077;458323.4152;9;9042;
652137.2694;458890.418;9;9042;
652347.9345;458404.1742;9;9042;
653270.0272;458034.7096;9;9043;
659482.744;455555.0297;9;9042;
649515.9585;453767.2391;9;9041;
651665.1615;459698.2925;9;9042;
654290.59;457229.6738;10;9042;
654602.272;458656.114;10;9042;
657065.4012;455127.8879;10;9043;
653453.638;456511.9523;10;9042;
651530.2946;459366.9098;10;9045;
657135.5847;454993.449;10;9042;
651091.0889;459768.7281;10;9045;
656127.3486;457585.4021;10;9042;
662216.0764;456821.5135;11;9047;
657295.089;458317.0192;11;9042;
651768.2155;455944.1505;11;9046;
649772.2179;453228.4374;11;9041;
654095.371;458397.8203;11;9041;
651053.1173;456667.4727;11;9044;
654038.5419;456612.4822;12;9042;
648949.7834;451753.0982;12;9044;
657008.4883;458411.8184;12;9042;
647645.114;451161.8364;12;9043;
652003.046;456254.2536;12;9046;
647736.5468;451595.8473;12;9042;
652219.6136;456209.0726;12;9043;
651231.6918;458704.4281;12;9042;
650896.6864;458549.8322;13;9043;
661426.6725;456227.2914;13;9041;
651678.2584;457899.2712;13;9042;
652014.6183;455334.683;13;9048;
650171.278;460121.2937;13;9042;
656884.9381;454842.1879;13;9042;
656713.668;458758.5918;13;9041;
647694.0345;450447.4419;13;9045;
653823.206;457859.8709;13;9049;
651737.0459;459215.9001;14;9049;
649685.5005;459848.2472;14;9042;
653906.3403;455386.9329;14;9045;
653629.2638;456389.4163;14;9042;
649906.4389;453956.0815;14;9042;
650618.2847;459698.0362;14;9042;
659782.8298;452910.4947;14;9049;
653707.8815;457145.8404;14;9049;
652926.3089;457142.0491;14;9042;
651144.3826;458475.1825;15;9042;
649916.9879;460160.2201;15;9041;
652568.1207;456908.02;15;9042;
649537.382;454230.991;15;9042;
647699.704;449702.3493;15;9042;
647578.6115;451093.7286;15;9042;
653426.0104;458987.8585;15;9042;
656456.1485;456858.6592;15;9042;
651769.2629;457272.3996;15;9042;
648518.0286;453671.8053;16;9042;
651840.5837;454529.6743;16;9042;
650958.748;458612.6304;16;9041;
652922.7998;457884.6177;16;9042;
647962.4979;448561.1914;16;9043;
644845.2111;448332.9947;16;9041;
649260.1468;459946.4791;16;9042;
654024.1154;456608.9189;16;9042;
659413.5595;455748.9567;16;9043;
647584.9228;451305.8039;16;9042;
652860.5775;458553.446;16;9042;
647620.4314;451317.472;17;9042;
661378.5846;456417.4974;17;9044;
653656.2135;458125.6067;17;9042;
653831.8146;457380.3508;17;9042;
653055.3903;458885.7103;17;9042;
647463.7681;451389.302;17;9042;
653412.6899;458986.9507;18;9045;
651749.9161;455609.5419;18;9045;
653408.6964;457457.1217;18;9042;
656870.0422;457604.5231;18;9042;
651546.0672;456006.6823;18;9045;
656957.923;457506.6043;18;9043;
655900.7074;458928.4176;19;9043;
647597.1926;451271.2172;19;9045;
575081.6745;-1.91579E+11;19;9041;
648740.5256;449401.2296;19;9042;
647705.1837;451091.5053;19;9042;
652323.8197;456297.9275;19;9042;
651853.4423;455448.291;19;9042;
648029.7713;452192.6145;20;9044;
651627.2198;455943.9086;20;9042;
651814.8028;454673.2573;20;9042;
651690.1344;456804.2313;20;9042;
656848.6897;458994.7884;20;9042;
651214.2;457254.1973;20;9042;
655266.5222;459080.9854;20;9041;
652302.6823;458251.07;21;9041;
647577.8689;450871.0482;21;9042;
647588.5939;451099.7157;21;9041;
652178.26;455724.3834;21;9042;
651853.5202;456695.4927;21;9042;
639523.3716;447846.0663;21;9042;
653738.7487;459177.035;21;9042;
647874.8222;451230.3247;21;9042;
656439.8947;456633.2898;21;9042;
652007.8854;459239.4772;21;9042;
658145.0746;456080.049;21;9042;
657297.6075;457528.7711;21;9041;
654392.2967;456842.0877;21;9044;
654414.5268;458726.769;21;9041;
656538.9588;456489.6145;22;9041;
652101.0648;457356.45;22;9042;
646981.7111;450842.5355;22;9042;
653619.6126;456831.6726;22;9042;
651592.9253;457166.2832;22;9045;
656791.8293;456635.9044;22;9043;
657119.4152;457219.4106;22;9042;
647340.1821;450927.487;22;9042;
649193.8118;453214.0869;23;9042;
649410.584;453709.6778;23;9042;
657028.5535;457120.7311;23;9042;
