LATITUD,LONGITUD,DIA_SEMANA,DESCRIPCION_CONDUCTA;;;;
650967.9087;457154.8176;23;9041;
656736.541;455884.4858;23;9042;
653335.6935;459212.8176;23;9042;
644780.8882;451037.9614;23;9042;
651778.6316;456989.3629;23;9042;
652215.7266;457818.2681;23;9042;
649736.3547;459972.7216;23;9042;
654849.8358;456765.8229;23;9042;
650770.0404;458600.3652;24;9042;
653508.878;458578.7901;24;9042;
652391.9028;459297.196;24;9042;
651621.1542;455596.3848;25;9044;
647595.8283;448729.6433;25;9042;
659533.0552;455360.7369;25;9042;
652136.4712;458068.4563;26;9042;
653461.4432;459040.9931;26;9043;
649949.352;453526.713;26;9050;
652028.0442;457853.7678;26;9042;
659652.934;455991.428;26;9041;
651510.6428;456594.5083;27;9044;
647371.9975;451159.0636;27;9041;
649436.3891;453549.1787;27;9042;
647714.6487;451410.3924;27;9043;
650752.9325;456270.4661;27;9041;
650717.4436;452982.364;27;9042;
680429.0723;533003.7275;27;9041;
681337.4135;532148.8811;27;9043;
651886.0547;456498.5173;27;9042;
682428.4846;514562.0955;27;9042;
647583.7469;451345.4951;27;9041;
647251.059;450437.0928;27;9042;
651552.7163;456013.77;28;9042;
647724.2763;451630.7657;28;9041;
678299.3381;511845.5607;28;9042;
651457.6096;459027.4529;28;9042;
681212.0962;537208.8684;28;9042;
647715.3412;450991.4601;28;9042;
679437.7545;544401.312;28;9042;
651016.2865;458076.9204;28;9042;
647576.1298;451251.944;29;9042;
652458.4486;458054.1974;29;9041;
682786.2823;537135.2794;29;9042;
652021.4322;458467.9596;29;9042;
